3.850000000000000089e-01,9.809999999999999831e-01,4.717999999999999972e-01,3.102710876642388538e+00,3.923379936976694599e-02,1.006680612617721349e-01
3.179617494672242195e-01,1.095422730738027761e+00,4.540070989271434709e-01,3.089365857547484939e+00,-8.142645900429770767e-02,1.074902448579611869e-01
2.912260136960203027e-01,1.139441704906790864e+00,4.310385230074190721e-01,3.042625026584450776e+00,-1.224521822641840008e-01,1.072109081905415345e-01
3.195923646924632155e-01,1.143834792332359074e+00,4.263952985005062812e-01,3.017527982798497099e+00,-8.518016196673605656e-02,1.076188982081204143e-01
2.672100227209454060e-01,1.137087160611467418e+00,4.884419794715431085e-01,3.121109791710400483e+00,-1.516256114966618163e-01,1.063717945636997175e-01
2.605934942012991251e-01,1.059118523875906215e+00,4.721878861492039281e-01,3.218308226181476606e+00,-1.541725305687046688e-01,1.049202887414407148e-01
1.481540890335332761e-01,1.172235664639064368e+00,4.464693019092310644e-01,2.915017206717863019e+00,-2.839627770802335971e-01,1.030172087549315330e-01
1.815816065233938903e-01,1.203952874589807820e+00,4.783135693373674613e-01,2.574024593002276706e+00,-2.510060083957958432e-01,1.033601665220637844e-01
1.815816065233938903e-01,1.203952874589807820e+00,4.783135693373674613e-01,2.574024593002276706e+00,-2.510060083957958432e-01,1.033601665220637844e-01
1.972247792331420779e-01,1.177384155114313380e+00,4.303932426459980976e-01,2.569128789659668399e+00,-2.137282742629243171e-01,1.041873665333441362e-01
1.972247792331420779e-01,1.177384155114313380e+00,4.303932426459980976e-01,2.569128789659668399e+00,-2.137282742629243171e-01,1.041873665333441362e-01
1.602400833917300149e-01,1.177578242930363617e+00,4.425614371126777025e-01,2.203960420073634463e+00,-2.536271965301576392e-01,1.018929303247625845e-01
1.727859213833399799e-01,1.206390759237827792e+00,4.814515496494187197e-01,2.203960420073634463e+00,-2.536271965301576392e-01,1.018929303247625845e-01
1.331103937687719840e-01,1.213942833504289442e+00,4.876873819776200714e-01,2.199612233697917585e+00,-2.022533171209313085e-01,1.030017497720215613e-01
1.230665325007554156e-01,1.184613962381606767e+00,4.484580795431145628e-01,2.199612233697917585e+00,-2.022533171209313085e-01,1.030017497720215613e-01
2.790198207510476425e-01,8.628082504120299090e-01,4.304011838317055583e-01,-2.451016435934200377e+00,-7.043206638156165877e-02,4.904144448436924958e-02
2.790198207510476425e-01,8.628082504120299090e-01,4.304011838317055583e-01,-2.451016435934200377e+00,-7.043206638156165877e-02,4.904144448436924958e-02
3.191025732723961617e-01,1.015023674214867055e+00,4.955513327768020226e-01,-3.311611964307358935e+00,-7.339755743917619757e-02,9.253685289827001670e-02
